# L_m H_m fuel_kg V_kmh
12534.8 527.321 2924.7 770.36
12545.5 527.322 2926.54 770.553
12556.2 527.323 2928.38 770.745
12566.9 527.323 2930.22 770.938
12577.6 527.324 2932.06 771.13
12588.3 527.326 2933.9 771.322
12599 527.327 2935.74 771.515
12609.7 527.329 2937.58 771.707
12620.4 527.33 2939.42 771.898
12631.2 527.332 2941.26 772.09
12641.9 527.335 2943.1 772.282
12652.6 527.337 2944.94 772.473
12663.3 527.34 2946.78 772.664
12674.1 527.343 2948.62 772.855
12684.8 527.346 2950.46 773.046
12695.6 527.35 2952.3 773.237
12706.3 527.353 2954.14 773.428
12717 527.358 2955.98 773.618
12727.8 527.362 2957.82 773.808
12738.5 527.367 2959.66 773.999
12749.3 527.372 2961.5 774.189
12760 527.378 2963.34 774.378
12770.8 527.384 2965.19 774.568
12781.6 527.39 2967.03 774.757
12792.3 527.397 2968.87 774.947
12803.1 527.404 2970.71 775.136
12813.8 527.412 2972.55 775.325
12824.6 527.42 2974.39 775.514
12835.4 527.429 2976.23 775.702
12846.2 527.438 2978.07 775.89
12856.9 527.447 2979.91 776.079
12867.7 527.457 2981.75 776.267
12878.5 527.468 2983.59 776.454
12889.3 527.479 2985.43 776.642
12900.1 527.49 2987.27 776.83
12910.9 527.502 2989.11 777.017
12921.7 527.515 2990.95 777.204
12932.5 527.528 2992.79 777.391
12943.3 527.542 2994.63 777.577
12954.1 527.557 2996.47 777.764
12964.9 527.572 2998.31 777.95
12975.7 527.588 3000.15 778.136
12986.5 527.604 3001.99 778.322
12997.3 527.621 3003.83 778.507
13008.1 527.639 3005.67 778.693
13018.9 527.657 3007.51 778.878
13029.7 527.676 3009.35 779.063
13040.6 527.696 3011.19 779.248
13051.4 527.716 3013.04 779.432
13062.2 527.737 3014.88 779.616
13073 527.759 3016.72 779.801
13083.9 527.782 3018.56 779.984
13094.7 527.805 3020.4 780.168
13105.5 527.829 3022.24 780.351
13116.4 527.854 3024.08 780.535
13127.2 527.88 3025.92 780.718
13138.1 527.907 3027.76 780.9
13148.9 527.934 3029.6 781.083
13159.8 527.962 3031.44 781.265
13170.6 527.991 3033.28 781.447
13181.5 528.021 3035.12 781.629
13192.3 528.052 3036.96 781.81
13203.2 528.084 3038.8 781.991
13214 528.116 3040.64 782.172
13224.9 528.15 3042.48 782.353
13235.8 528.184 3044.32 782.534
13246.6 528.22 3046.16 782.714
13257.5 528.256 3048 782.894
13268.4 528.293 3049.84 783.074
13279.3 528.332 3051.68 783.253
13290.2 528.371 3053.52 783.432
13301 528.411 3055.37 783.611
13311.9 528.453 3057.21 783.79
13322.8 528.495 3059.05 783.968
13333.7 528.538 3060.89 784.146
13344.6 528.583 3062.73 784.324
13355.5 528.628 3064.57 784.502
13366.4 528.675 3066.41 784.679
13377.3 528.722 3068.25 784.856
13388.2 528.771 3070.09 785.033
13399.1 528.821 3071.93 785.21
13410 528.872 3073.77 785.386
13420.9 528.924 3075.61 785.562
13431.8 528.977 3077.45 785.737
13442.7 529.032 3079.29 785.913
13453.6 529.087 3081.13 786.088
13464.6 529.144 3082.97 786.263
13475.5 529.202 3084.81 786.437
13486.4 529.261 3086.65 786.611
13497.3 529.322 3088.49 786.785
13508.3 529.383 3090.34 786.959
13519.2 529.446 3092.18 787.132
13530.1 529.51 3094.02 787.305
13541.1 529.576 3095.86 787.478
13552 529.642 3097.7 787.65
13562.9 529.71 3099.54 787.823
13573.9 529.78 3101.38 787.994
13584.8 529.85 3103.22 788.166
13595.8 529.922 3105.06 788.337
13606.7 529.996 3106.9 788.508
13617.7 530.07 3108.74 788.679
13628.6 530.146 3110.58 788.849
13639.6 530.224 3112.42 789.019
13650.6 530.303 3114.26 789.188
13661.5 530.383 3116.1 789.358
13672.5 530.464 3117.94 789.527
13683.4 530.548 3119.79 789.695
13694.4 530.632 3121.63 789.864
13705.4 530.718 3123.47 790.032
13716.4 530.805 3125.31 790.2
13727.3 530.894 3127.15 790.367
13738.3 530.985 3128.99 790.534
13749.3 531.077 3130.83 790.701
13760.3 531.17 3132.67 790.867
13771.3 531.265 3134.51 791.033
13782.2 531.362 3136.35 791.199
13793.2 531.46 3138.19 791.364
13804.2 531.559 3140.03 791.529
13815.2 531.66 3141.87 791.694
13826.2 531.763 3143.72 791.858
13837.2 531.867 3145.56 792.022
13848.2 531.973 3147.4 792.186
13859.2 532.081 3149.24 792.349
13870.2 532.19 3151.08 792.512
13881.2 532.301 3152.92 792.675
13892.2 532.414 3154.76 792.837
13903.3 532.528 3156.6 792.999
13914.3 532.644 3158.44 793.16
13925.3 532.761 3160.28 793.322
13936.3 532.881 3162.12 793.482
13947.3 533.002 3163.97 793.643
13958.4 533.124 3165.81 793.803
13969.4 533.249 3167.65 793.963
13980.4 533.375 3169.49 794.122
13991.4 533.503 3171.33 794.281
14002.5 533.633 3173.17 794.44
14013.5 533.764 3175.01 794.598
14024.5 533.898 3176.85 794.756
14035.6 534.033 3178.69 794.914
14046.6 534.17 3180.53 795.071
14057.7 534.309 3182.38 795.228
14068.7 534.449 3184.22 795.384
14079.8 534.592 3186.06 795.54
14090.8 534.736 3187.9 795.696
14101.9 534.883 3189.74 795.851
14112.9 535.031 3191.58 796.006
14124 535.181 3193.42 796.16
14135 535.333 3195.26 796.314
14146.1 535.487 3197.1 796.468
14157.1 535.643 3198.95 796.621
14168.2 535.8 3200.79 796.774
14179.3 535.96 3202.63 796.927
14190.3 536.122 3204.47 797.079
14201.4 536.286 3206.31 797.231
14212.5 536.451 3208.15 797.382
14223.6 536.619 3209.99 797.533
14234.6 536.789 3211.84 797.684
14245.7 536.961 3213.68 797.834
14256.8 537.135 3215.52 797.984
14267.9 537.31 3217.36 798.133
14279 537.488 3219.2 798.282
14290 537.668 3221.04 798.431
14301.1 537.85 3222.88 798.579
14312.2 538.035 3224.73 798.727
14323.3 538.221 3226.57 798.874
14334.4 538.409 3228.41 799.021
14345.5 538.6 3230.25 799.168
14356.6 538.793 3232.09 799.314
14367.7 538.988 3233.93 799.459
14378.8 539.185 3235.77 799.605
14389.9 539.384 3237.62 799.75
14401 539.585 3239.46 799.894
14412.1 539.789 3241.3 800.038
14423.2 539.995 3243.14 800.182
14434.4 540.203 3244.98 800.325
14445.5 540.413 3246.82 800.468
14456.6 540.626 3248.67 800.61
14467.7 540.841 3250.51 800.752
14478.8 541.058 3252.35 800.893
14490 541.277 3254.19 801.034
14501.1 541.499 3256.03 801.175
14512.2 541.723 3257.88 801.315
14523.3 541.949 3259.72 801.455
14534.5 542.177 3261.56 801.594
14545.6 542.408 3263.4 801.733
14556.7 542.642 3265.24 801.872
14567.9 542.877 3267.08 802.01
14579 543.115 3268.93 802.147
14590.1 543.355 3270.77 802.284
14601.3 543.598 3272.61 802.421
14612.4 543.843 3274.45 802.557
14623.6 544.091 3276.3 802.693
14634.7 544.341 3278.14 802.828
14645.9 544.593 3279.98 802.963
14657 544.848 3281.82 803.098
14668.2 545.105 3283.66 803.232
14679.3 545.365 3285.51 803.365
14690.5 545.627 3287.35 803.498
14701.6 545.892 3289.19 803.631
14712.8 546.159 3291.03 803.763
14724 546.429 3292.88 803.895
14735.1 546.701 3294.72 804.026
14746.3 546.976 3296.56 804.157
14757.4 547.253 3298.4 804.287
14768.6 547.533 3300.24 804.417
14779.8 547.816 3302.09 804.547
14791 548.101 3303.93 804.675
14802.1 548.388 3305.77 804.804
14813.3 548.679 3307.62 804.932
14824.5 548.971 3309.46 805.06
14835.7 549.267 3311.3 805.187
14846.8 549.565 3313.14 805.313
14858 549.865 3314.99 805.439
14869.2 550.169 3316.83 805.565
14880.4 550.475 3318.67 805.69
14891.6 550.783 3320.51 805.815
14902.8 551.095 3322.36 805.939
14914 551.409 3324.2 806.063
14925.1 551.725 3326.04 806.186
14936.3 552.045 3327.89 806.309
14947.5 552.367 3329.73 806.432
14958.7 552.692 3331.57 806.553
14969.9 553.019 3333.41 806.675
14981.1 553.35 3335.26 806.796
14992.3 553.683 3337.1 806.916
15003.5 554.019 3338.94 807.036
15014.7 554.357 3340.79 807.156
15025.9 554.699 3342.63 807.274
15037.2 555.043 3344.47 807.393
15048.4 555.39 3346.32 807.511
15059.6 555.74 3348.16 807.628
15070.8 556.092 3350 807.745
15082 556.448 3351.85 807.862
15093.2 556.806 3353.69 807.978
15104.4 557.168 3355.53 808.093
15115.6 557.532 3357.38 808.208
15126.9 557.899 3359.22 808.323
15138.1 558.269 3361.06 808.437
15149.3 558.641 3362.91 808.55
15160.5 559.017 3364.75 808.663
15171.8 559.396 3366.6 808.776
15183 559.777 3368.44 808.888
15194.2 560.162 3370.28 809
15205.4 560.549 3372.13 809.111
15216.7 560.94 3373.97 809.221
15227.9 561.333 3375.81 809.331
15239.1 561.729 3377.66 809.44
15250.4 562.129 3379.5 809.549
15261.6 562.531 3381.35 809.658
15272.9 562.936 3383.19 809.766
15284.1 563.345 3385.03 809.873
15295.3 563.756 3386.88 809.98
15306.6 564.171 3388.72 810.087
15317.8 564.588 3390.57 810.193
15329.1 565.009 3392.41 810.298
15340.3 565.432 3394.26 810.403
15351.6 565.859 3396.1 810.507
15362.8 566.289 3397.94 810.611
15374.1 566.722 3399.79 810.714
15385.3 567.158 3401.63 810.817
15396.6 567.597 3403.48 810.919
15407.8 568.039 3405.32 811.021
15419.1 568.484 3407.17 811.122
15430.3 568.933 3409.01 811.223
15441.6 569.384 3410.86 811.323
15452.9 569.839 3412.7 811.423
15464.1 570.297 3414.55 811.522
15475.4 570.758 3416.39 811.62
15486.6 571.223 3418.24 811.718
15497.9 571.69 3420.08 811.816
15509.2 572.161 3421.93 811.913
15520.4 572.635 3423.77 812.009
15531.7 573.112 3425.62 812.105
15543 573.593 3427.46 812.201
15554.3 574.076 3429.31 812.296
15565.5 574.563 3431.15 812.39
15576.8 575.053 3433 812.484
15588.1 575.547 3434.84 812.577
15599.4 576.044 3436.69 812.67
15610.6 576.544 3438.53 812.762
15621.9 577.047 3440.38 812.853
15633.2 577.554 3442.22 812.944
15644.5 578.064 3444.07 813.035
15655.7 578.577 3445.92 813.125
15667 579.094 3447.76 813.214
15678.3 579.614 3449.61 813.303
15689.6 580.137 3451.45 813.392
15700.9 580.664 3453.3 813.479
15712.2 581.194 3455.15 813.567
15723.5 581.727 3456.99 813.653
15734.7 582.264 3458.84 813.74
15746 582.804 3460.68 813.825
15757.3 583.348 3462.53 813.91
15768.6 583.895 3464.38 813.995
15779.9 584.445 3466.22 814.079
15791.2 584.999 3468.07 814.162
15802.5 585.556 3469.92 814.245
15813.8 586.117 3471.76 814.327
15825.1 586.682 3473.61 814.409
15836.4 587.249 3475.45 814.49
15847.7 587.82 3477.3 814.571
15859 588.395 3479.15 814.651
15870.3 588.973 3480.99 814.73
15881.6 589.555 3482.84 814.809
15892.9 590.14 3484.69 814.888
15904.2 590.729 3486.54 814.965
15915.5 591.321 3488.38 815.043
15926.8 591.917 3490.23 815.119
15938.1 592.516 3492.08 815.195
15949.4 593.119 3493.92 815.271
15960.7 593.725 3495.77 815.346
15972 594.335 3497.62 815.42
15983.3 594.949 3499.47 815.494
15994.6 595.566 3501.31 815.568
16006 596.187 3503.16 815.64
16017.3 596.811 3505.01 815.713
16028.6 597.439 3506.86 815.784
16039.9 598.071 3508.7 815.855
16051.2 598.706 3510.55 815.926
16062.5 599.344 3512.4 815.995
16073.8 599.987 3514.25 816.065
16085.2 600.633 3516.1 816.133
16096.5 601.283 3517.94 816.202
16107.8 601.936 3519.79 816.269
16119.1 602.593 3521.64 816.336
16130.4 603.254 3523.49 816.403
16141.7 603.918 3525.34 816.469
16153.1 604.587 3527.19 816.534
16164.4 605.258 3529.03 816.598
16175.7 605.934 3530.88 816.663
16187 606.613 3532.73 816.726
16198.4 607.296 3534.58 816.789
16209.7 607.983 3536.43 816.851
16221 608.674 3538.28 816.913
16232.3 609.368 3540.13 816.974
16243.7 610.066 3541.98 817.035
16255 610.768 3543.82 817.095
16266.3 611.473 3545.67 817.155
16277.6 612.182 3547.52 817.213
16289 612.896 3549.37 817.272
16300.3 613.612 3551.22 817.329
16311.6 614.333 3553.07 817.386
16323 615.058 3554.92 817.443
16334.3 615.786 3556.77 817.499
16345.6 616.518 3558.62 817.554
16356.9 617.254 3560.47 817.609
16368.3 617.994 3562.32 817.663
16379.6 618.738 3564.17 817.717
16390.9 619.485 3566.02 817.77
16402.3 620.236 3567.87 817.822
16413.6 620.992 3569.72 817.874
16424.9 621.751 3571.57 817.925
16436.3 622.514 3573.42 817.976
16447.6 623.281 3575.27 818.026
16459 624.052 3577.12 818.075
16470.3 624.826 3578.97 818.124
16481.6 625.605 3580.82 818.172
16493 626.387 3582.67 818.22
16504.3 627.174 3584.52 818.267
16515.6 627.964 3586.37 818.313
16527 628.759 3588.22 818.359
16538.3 629.557 3590.08 818.404
16549.7 630.359 3591.93 818.449
16561 631.165 3593.78 818.493
16572.3 631.975 3595.63 818.536
16583.7 632.79 3597.48 818.579
16595 633.608 3599.33 818.621
16606.3 634.43 3601.18 818.663
16617.7 635.256 3603.03 818.704
16629 636.086 3604.89 818.744
16640.4 636.92 3606.74 818.784
16651.7 637.758 3608.59 818.823
16663.1 638.6 3610.44 818.862
16674.4 639.446 3612.29 818.9
16685.7 640.297 3614.15 818.937
16697.1 641.151 3616 818.974
16708.4 642.009 3617.85 819.01
16719.8 642.872 3619.7 819.046
16731.1 643.738 3621.56 819.081
16742.5 644.608 3623.41 819.115
16753.8 645.483 3625.26 819.149
16765.1 646.361 3627.11 819.182
16776.5 647.244 3628.97 819.215
16787.8 648.131 3630.82 819.247
16799.2 649.022 3632.67 819.278
16810.5 649.917 3634.53 819.309
16821.9 650.816 3636.38 819.339
16833.2 651.719 3638.23 819.368
16844.5 652.626 3640.09 819.397
16855.9 653.538 3641.94 819.425
16867.2 654.453 3643.79 819.453
16878.6 655.373 3645.65 819.48
16889.9 656.297 3647.5 819.506
16901.3 657.225 3649.35 819.532
16912.6 658.157 3651.21 819.557
16924 659.094 3653.06 819.582
16935.3 660.034 3654.92 819.605
16946.6 660.979 3656.77 819.629
16958 661.928 3658.63 819.651
16969.3 662.881 3660.48 819.674
16980.7 663.838 3662.33 819.695
16992 664.799 3664.19 819.716
17003.4 665.765 3666.04 819.736
17014.7 666.735 3667.9 819.756
17026.1 667.709 3669.75 819.775
17037.4 668.687 3671.61 819.793
17048.7 669.67 3673.46 819.811
17060.1 670.657 3675.32 819.828
17071.4 671.648 3677.18 819.844
17082.8 672.643 3679.03 819.86
17094.1 673.642 3680.89 819.875
17105.5 674.646 3682.74 819.89
17116.8 675.654 3684.6 819.904
17128.1 676.666 3686.45 819.917
17139.5 677.683 3688.31 819.93
17150.8 678.704 3690.17 819.942
17162.2 679.729 3692.02 819.954
17173.5 680.758 3693.88 819.965
17184.9 681.792 3695.74 819.975
17196.2 682.83 3697.59 819.984
17207.5 683.872 3699.45 819.993
17218.9 684.919 3701.31 820.002
17230.2 685.97 3703.16 820.009
17241.6 687.025 3705.02 820.017
17252.9 688.084 3706.88 820.023
17264.2 689.148 3708.73 820.029
17275.6 690.216 3710.59 820.034
17286.9 691.289 3712.45 820.039
17298.2 692.366 3714.31 820.043
17309.6 693.447 3716.16 820.046
17320.9 694.532 3718.02 820.049
17332.3 695.622 3719.88 820.051
17343.6 696.717 3721.74 820.052
17354.9 697.815 3723.6 820.053
17366.3 698.918 3725.45 820.053
17377.6 700.026 3727.31 820.053
17388.9 701.137 3729.17 820.052
17400.3 702.253 3731.03 820.05
17411.6 703.374 3732.89 820.048
17422.9 704.499 3734.75 820.045
17434.3 705.628 3736.61 820.041
17445.6 706.762 3738.47 820.037
17456.9 707.9 3740.32 820.032
17468.3 709.043 3742.18 820.027
17479.6 710.19 3744.04 820.02
17490.9 711.341 3745.9 820.014
17502.3 712.497 3747.76 820.006
17513.6 713.657 3749.62 819.998
17524.9 714.822 3751.48 819.99
17536.3 715.991 3753.34 819.98
17547.6 717.164 3755.2 819.97
17558.9 718.342 3757.06 819.96
17570.2 719.525 3758.92 819.949
17581.6 720.712 3760.78 819.937
17592.9 721.903 3762.64 819.924
17604.2 723.099 3764.51 819.911
17615.5 724.299 3766.37 819.897
17626.9 725.504 3768.23 819.883
17638.2 726.713 3770.09 819.868
17649.5 727.927 3771.95 819.852
17660.8 729.145 3773.81 819.836
17672.1 730.367 3775.67 819.819
17683.5 731.594 3777.53 819.801
17694.8 732.826 3779.4 819.783
17706.1 734.062 3781.26 819.764
17717.4 735.303 3783.12 819.745
17728.7 736.548 3784.98 819.725
17740.1 737.798 3786.84 819.704
17751.4 739.052 3788.71 819.683
17762.7 740.31 3790.57 819.661
17774 741.573 3792.43 819.638
17785.3 742.841 3794.3 819.614
17796.6 744.113 3796.16 819.591
17807.9 745.39 3798.02 819.566
17819.2 746.671 3799.88 819.541
17830.6 747.957 3801.75 819.515
17841.9 749.248 3803.61 819.488
17853.2 750.542 3805.48 819.461
17864.5 751.842 3807.34 819.433
17875.8 753.146 3809.2 819.405
17887.1 754.454 3811.07 819.376
17898.4 755.767 3812.93 819.346
17909.7 757.085 3814.8 819.316
17921 758.407 3816.66 819.285
17932.3 759.734 3818.52 819.253
17943.6 761.065 3820.39 819.221
17954.9 762.401 3822.25 819.188
17966.2 763.742 3824.12 819.154
17977.5 765.087 3825.98 819.12
17988.8 766.436 3827.85 819.085
18000.1 767.79 3829.72 819.05
18011.4 769.149 3831.58 819.014
18022.7 770.513 3833.45 818.977
18034 771.88 3835.31 818.939
18045.3 773.253 3837.18 818.901
18056.5 774.63 3839.05 818.863
18067.8 776.012 3840.91 818.823
18079.1 777.398 3842.78 818.783
18090.4 778.789 3844.64 818.743
18101.7 780.185 3846.51 818.701
18113 781.585 3848.38 818.659
18124.3 782.99 3850.25 818.617
18135.5 784.399 3852.11 818.574
18146.8 785.813 3853.98 818.53
18158.1 787.231 3855.85 818.485
18169.4 788.655 3857.72 818.44
18180.7 790.082 3859.58 818.394
18191.9 791.515 3861.45 818.348
18203.2 792.952 3863.32 818.301
18214.5 794.394 3865.19 818.253
18225.8 795.84 3867.06 818.205
18237 797.291 3868.92 818.156
18248.3 798.746 3870.79 818.106
18259.6 800.207 3872.66 818.056
18270.8 801.672 3874.53 818.005
18282.1 803.141 3876.4 817.954
18293.4 804.615 3878.27 817.901
18304.6 806.094 3880.14 817.849
18315.9 807.577 3882.01 817.795
18327.1 809.065 3883.88 817.741
18338.4 810.558 3885.75 817.686
18349.7 812.056 3887.62 817.631
18360.9 813.558 3889.49 817.575
18372.2 815.064 3891.36 817.518
18383.4 816.576 3893.23 817.461
18394.7 818.092 3895.1 817.403
18405.9 819.612 3896.97 817.344
18417.2 821.138 3898.84 817.285
18428.4 822.667 3900.71 817.225
18439.7 824.202 3902.58 817.164
18450.9 825.741 3904.46 817.103
18462.1 827.285 3906.33 817.041
18473.4 828.834 3908.2 816.979
18484.6 830.387 3910.07 816.916
18495.9 831.945 3911.94 816.852
18507.1 833.508 3913.82 816.788
18518.3 835.075 3915.69 816.723
18529.6 836.647 3917.56 816.657
18540.8 838.224 3919.43 816.59
18552 839.805 3921.31 816.524
18563.3 841.391 3923.18 816.456
18574.5 842.982 3925.05 816.388
18585.7 844.577 3926.93 816.319
18596.9 846.177 3928.8 816.249
18608.2 847.782 3930.68 816.179
18619.4 849.391 3932.55 816.108
18630.6 851.005 3934.42 816.037
18641.8 852.624 3936.3 815.965
18653 854.248 3938.17 815.892
18664.2 855.876 3940.05 815.818
18675.5 857.508 3941.92 815.744
18686.7 859.146 3943.8 815.67
18697.9 860.788 3945.67 815.594
18709.1 862.435 3947.55 815.519
18720.3 864.087 3949.42 815.442
18731.5 865.743 3951.3 815.365
18742.7 867.404 3953.17 815.287
18753.9 869.069 3955.05 815.208
18765.1 870.74 3956.93 815.129
18776.3 872.415 3958.8 815.049
18787.5 874.094 3960.68 814.969
18798.7 875.779 3962.56 814.888
18809.9 877.468 3964.43 814.806
18821.1 879.161 3966.31 814.724
18832.2 880.86 3968.19 814.641
18843.4 882.563 3970.07 814.557
18854.6 884.271 3971.94 814.473
18865.8 885.983 3973.82 814.388
18877 887.701 3975.7 814.303
18888.1 889.422 3977.58 814.216
18899.3 891.149 3979.46 814.13
18910.5 892.88 3981.33 814.042
18921.7 894.616 3983.21 813.954
18932.8 896.357 3985.09 813.865
18944 898.102 3986.97 813.776
18955.2 899.852 3988.85 813.686
18966.3 901.607 3990.73 813.595
18977.5 903.366 3992.61 813.504
18988.7 905.131 3994.49 813.412
18999.8 906.899 3996.37 813.319
19011 908.673 3998.25 813.226
19022.1 910.451 4000.13 813.132
19033.3 912.234 4002.01 813.038
19044.4 914.021 4003.89 812.943
19055.6 915.814 4005.77 812.847
19066.7 917.61 4007.65 812.751
19077.9 919.412 4009.54 812.654
19089 921.218 4011.42 812.556
19100.1 923.029 4013.3 812.458
19111.3 924.845 4015.18 812.359
19122.4 926.665 4017.06 812.26
19133.5 928.49 4018.94 812.159
19144.7 930.32 4020.83 812.059
19155.8 932.154 4022.71 811.957
19166.9 933.993 4024.59 811.855
19178 935.837 4026.48 811.752
19189.2 937.685 4028.36 811.649
19200.3 939.538 4030.24 811.545
19211.4 941.396 4032.13 811.441
19222.5 943.258 4034.01 811.335
19233.6 945.126 4035.89 811.23
19244.7 946.997 4037.78 811.123
19255.8 948.874 4039.66 811.016
19266.9 950.755 4041.55 810.908
19278.1 952.64 4043.43 810.8
19289.2 954.531 4045.32 810.691
19300.3 956.426 4047.2 810.581
19311.3 958.326 4049.09 810.471
19322.4 960.23 4050.97 810.36
19333.5 962.139 4052.86 810.249
19344.6 964.053 4054.75 810.136
19355.7 965.971 4056.63 810.024
19366.8 967.894 4058.52 809.91
19377.9 969.822 4060.4 809.796
19389 971.754 4062.29 809.682
19400 973.691 4064.18 809.566
19411.1 975.633 4066.07 809.451
19422.2 977.579 4067.95 809.334
19433.2 979.53 4069.84 809.217
19444.3 981.485 4071.73 809.099
19455.4 983.446 4073.62 808.981
19466.4 985.41 4075.5 808.862
19477.5 987.38 4077.39 808.742
19488.6 989.354 4079.28 808.622
19499.6 991.333 4081.17 808.501
19510.7 993.316 4083.06 808.379
19521.7 995.304 4084.95 808.257
19532.8 997.296 4086.84 808.135
19543.8 999.294 4088.73 808.011
19554.8 1001.3 4090.62 807.887
19565.9 1003.3 4092.51 807.763
19576.9 1005.31 4094.4 807.637
19587.9 1007.33 4096.29 807.512
19599 1009.35 4098.18 807.385
19610 1011.37 4100.07 807.258
19621 1013.4 4101.96 807.13
19632.1 1015.44 4103.85 807.002
19643.1 1017.48 4105.75 806.873
19654.1 1019.52 4107.64 806.744
19665.1 1021.57 4109.53 806.613
19676.1 1023.62 4111.42 806.483
19687.1 1025.68 4113.31 806.351
19698.1 1027.74 4115.21 806.219
19709.1 1029.8 4117.1 806.087
19720.1 1031.88 4118.99 805.953
19731.1 1033.95 4120.89 805.819
19742.1 1036.03 4122.78 805.685
19753.1 1038.12 4124.67 805.55
19764.1 1040.2 4126.57 805.414
19775.1 1042.3 4128.46 805.278
19786.1 1044.4 4130.36 805.141
19797.1 1046.5 4132.25 805.004
19808.1 1048.61 4134.15 804.865
19819 1050.72 4136.04 804.727
19830 1052.83 4137.94 804.587
19841 1054.96 4139.83 804.447
19851.9 1057.08 4141.73 804.307
19862.9 1059.21 4143.62 804.166
19873.9 1061.35 4145.52 804.024
19884.8 1063.49 4147.42 803.881
19895.8 1065.63 4149.31 803.738
19906.7 1067.78 4151.21 803.595
19917.7 1069.93 4153.11 803.451
19928.6 1072.09 4155 803.306
19939.6 1074.25 4156.9 803.16
19950.5 1076.42 4158.8 803.014
19961.5 1078.59 4160.7 802.868
19972.4 1080.76 4162.6 802.72
19983.3 1082.94 4164.49 802.573
19994.3 1085.13 4166.39 802.424
20005.2 1087.31 4168.29 802.275
20016.1 1089.51 4170.19 802.126
20027 1091.71 4172.09 801.975
20038 1093.91 4173.99 801.825
20048.9 1096.11 4175.89 801.673
20059.8 1098.33 4177.79 801.521
20070.7 1100.54 4179.69 801.368
20081.6 1102.76 4181.59 801.215
20092.5 1104.99 4183.49 801.061
20103.4 1107.21 4185.39 800.907
20114.3 1109.45 4187.29 800.752
20125.2 1111.69 4189.2 800.596
20136.1 1113.93 4191.1 800.44
20147 1116.17 4193 800.283
20157.8 1118.43 4194.9 800.126
20168.7 1120.68 4196.8 799.968
20179.6 1122.94 4198.71 799.809
20190.5 1125.21 4200.61 799.65
20201.3 1127.48 4202.51 799.491
20212.2 1129.75 4204.42 799.33
20223.1 1132.03 4206.32 799.169
20233.9 1134.31 4208.22 799.008
20244.8 1136.59 4210.13 798.846
20255.7 1138.89 4212.03 798.683
20266.5 1141.18 4213.94 798.52
20277.4 1143.48 4215.84 798.356
20288.2 1145.78 4217.75 798.191
20299 1148.09 4219.65 798.026
20309.9 1150.41 4221.56 797.861
20320.7 1152.72 4223.46 797.695
20331.5 1155.04 4225.37 797.528
20342.4 1157.37 4227.28 797.36
20353.2 1159.7 4229.18 797.192
20364 1162.04 4231.09 797.024
20374.8 1164.37 4233 796.855
20385.7 1166.72 4234.9 796.685
20396.5 1169.06 4236.81 796.515
20407.3 1171.42 4238.72 796.344
20418.1 1173.77 4240.63 796.173
20428.9 1176.13 4242.53 796.001
20439.7 1178.5 4244.44 795.828
20450.5 1180.87 4246.35 795.655
20461.3 1183.24 4248.26 795.481
20472.1 1185.62 4250.17 795.307
20482.8 1188 4252.08 795.132
20493.6 1190.39 4253.99 794.957
20504.4 1192.78 4255.9 794.781
20515.2 1195.17 4257.81 794.604
20525.9 1197.57 4259.72 794.427
20536.7 1199.97 4261.63 794.249
20547.5 1202.38 4263.54 794.071
20558.2 1204.79 4265.45 793.892
20569 1207.21 4267.36 793.713
20579.7 1209.63 4269.28 793.533
20590.5 1212.05 4271.19 793.352
20601.2 1214.48 4273.1 793.171
20612 1216.92 4275.01 792.989
20622.7 1219.35 4276.93 792.807
20633.5 1221.79 4278.84 792.624
20644.2 1224.24 4280.75 792.441
20654.9 1226.69 4282.67 792.257
20665.6 1229.14 4284.58 792.072
20676.4 1231.6 4286.49 791.887
20687.1 1234.06 4288.41 791.702
20697.8 1236.53 4290.32 791.516
20708.5 1239 4292.24 791.329
20719.2 1241.47 4294.15 791.142
20729.9 1243.95 4296.07 790.954
20740.6 1246.44 4297.98 790.765
20751.3 1248.92 4299.9 790.576
20762 1251.41 4301.82 790.387
20772.7 1253.91 4303.73 790.197
20783.4 1256.41 4305.65 790.006
20794.1 1258.91 4307.57 789.815
20804.7 1261.42 4309.48 789.623
20815.4 1263.93 4311.4 789.431
20826.1 1266.45 4313.32 789.238
20836.8 1268.97 4315.24 789.045
20847.4 1271.49 4317.15 788.851
20858.1 1274.02 4319.07 788.657
20868.7 1276.55 4320.99 788.462
20879.4 1279.09 4322.91 788.266
20890 1281.63 4324.83 788.07
20900.7 1284.17 4326.75 787.874
20911.3 1286.72 4328.67 787.676
20922 1289.27 4330.59 787.479
20932.6 1291.83 4332.51 787.28
20943.2 1294.39 4334.43 787.082
20953.8 1296.95 4336.35 786.882
20964.5 1299.52 4338.27 786.683
20975.1 1302.09 4340.19 786.482
20985.7 1304.67 4342.12 786.281
20996.3 1307.25 4344.04 786.08
21006.9 1309.84 4345.96 785.878
21017.5 1312.42 4347.88 785.675
21028.1 1315.02 4349.8 785.472
21038.7 1317.61 4351.73 785.269
21049.3 1320.21 4353.65 785.065
21059.9 1322.82 4355.57 784.86
21070.5 1325.42 4357.5 784.655
21081 1328.03 4359.42 784.449
21091.6 1330.65 4361.35 784.243
21102.2 1333.27 4363.27 784.036
21112.8 1335.89 4365.2 783.829
21123.3 1338.52 4367.12 783.621
21133.9 1341.15 4369.05 783.413
21144.4 1343.79 4370.97 783.204
